Name,Title,Source,Published At,Link,Sentiment,Activity,Description,Unnamed: 0,Scheme/Initiative,Description.1,Unnamed: 2,Name ,Initiative,No.
Amit Shah,BJP Reacts Strongly To MamataÃ¢ÂÂs Ã¢ÂÂDelhi Will BurnÃ¢ÂÂ CommentÃ¢ÂÂSukanta Appeals For Amit ShahÃ¢ÂÂs Response,,"08/28/2024, 01:04 PM, +0000 UTC",https://www.oneindia.com/india/bjp-reacts-strongly-to-mamata-s-delhi-will-burn-comment-sukanta-appeals-for-amit-shah-s-response-011-3919389.html,positive,Debates on Electoral Reforms,"Engaged in discussions to promote electoral reforms, including political funding transparency and election technology use.",,,,"{'name': 'Oneindia', 'icon': 'https://lh3.googleusercontent.com/jkFyvnvNaZrrGIhAdCWuSOTupsS13cf7zRIA-yUwQ6aSddnWJ0nZ_3Jg-CSK5Iaa-3at_KDd', 'authors': ['Madhuri Adnal']}",,,
Amit Shah,"Former Jharkhand CM Champai Soren to join BJP on August 30, meets Amit Shah",,"08/27/2024, 02:52 AM, +0000 UTC",https://www.theweek.in/news/india/2024/08/27/champai-soren-to-join-bjp-on-august-30-meets-amit-shah.html,positive,Advocacy for Internal Security Budget Enhancement,"Advocated for increased budget allocations for internal security, including modernizing police and paramilitary forces.",,,,"{'name': 'The Week', 'icon': 'https://lh3.googleusercontent.com/EpHrhh3XKBdIj-trAInd3HnZ5m-VUv6mYKpKs1Qsd2p1V9e9inULwyU9YRgIsDE7zEONHuF4ow'}",,,
Amit Shah,Does Congress support separate flag for J&K? Amit Shah's 10 questions to Rahul Gandhi on alliance with NC | Mint,,"08/23/2024, 12:36 PM, +0000 UTC",https://www.livemint.com/politics/does-congress-support-separate-flag-for-j-k-amit-shahs-10-questions-to-rahul-gandhi-on-alliance-with-nc-11724415662523.html,positive,Oversight on Disaster Management,Participated in legislation and discussions to strengthen IndiaÂs disaster response framework.,,,,"{'name': 'Mint', 'icon': 'https://lh3.googleusercontent.com/JufTzTMu9l6RFyXEEfl6ZPdS7xjYhoSXVmDHURyphjVSNK2zH8uWdyJKd9gg0YOYUCop4Alylis'}",,,
Amit Shah,Home Minister Amit Shah stresses the need to dismantle network of illegal narcotics trade in a ruthless manner,,"08/26/2024, 05:29 AM, +0000 UTC",https://www.en.etemaaddaily.com/world/national/home-minister-amit-shah-stresses-the-need-to-dismantle-network-of-illegal-narcotics-trade-in-a-ruthless-manner:159815,neutral,Border Infrastructure Development,"Supported initiatives for enhancing infrastructure along IndiaÂs borders, especially in sensitive regions.",,,,"{'name': 'Etemaad', 'icon': 'https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.en.etemaaddaily.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}",,,
Amit Shah,Gujarat rains: Home Minister Amit Shah speaks with CM Bhupesh Patel as flood threat looms large,,"08/26/2024, 05:02 AM, +0000 UTC",https://www.indiatvnews.com/gujarat/gujarat-rains-home-minister-amit-shah-speaks-with-cm-bhupesh-patel-harsh-sanghvi-heavy-rainfall-as-flood-threat-navsari-valsad-2024-08-26-948728,positive,Legal Reforms on Criminal Justice System,Advocated for reforms in the criminal justice system to ensure faster trials and better enforcement of laws.,,,,"{'name': 'India TV News', 'icon': 'https://lh3.googleusercontent.com/OVqng4wcwcfJNUJSl702U0HdHxScvqzKnYGqp_jpyjKJNPojel1HOS-5fz7GLLV0MTwjMv42yw', 'authors': ['Shubham Bajpai']}",,,
Amit Shah,"Amit Shah speaks with Gujarat CM in wake of heavy rainfall, assures aid",,"08/26/2024, 04:48 AM, +0000 UTC",https://www.business-standard.com/india-news/amit-shah-speaks-with-gujarat-cm-in-wake-of-heavy-rainfall-assures-aid-124082600083_1.html,neutral,Surveillance and Counter-Intelligence Legislation,Contributed to legislation enhancing surveillance and counter-intelligence capabilities.,,,,"{'name': 'Business Standard', 'icon': 'https://lh3.googleusercontent.com/AT8iZRL6eUcqE6QveDcDvxkWRmUmyT_OzkkVmZ20YRlylJqSMypckPekPjhINXiSTA47GzKicg'}",,,
Amit Shah,"MHA Creates 5 New Districts In Ladakh, Amit Shah Says `Modi Government Is Committed...`",,"08/26/2024, 06:31 AM, +0000 UTC",https://zeenews.india.com/india/mha-creates-5-new-districts-in-ladakh-amit-shah-announces-2782986.html,negative,Parliamentary Contributions to Urban Development Policies,"Supported legislation related to urban development, focusing on smart cities and sustainable urbanization.",,,,"{'name': 'Zee News', 'icon': 'https://lh3.googleusercontent.com/P5vKcqHxbTjjMEaSjW3C1GRPO79qiHDGtp7i6oGtkWPZ9qLDhYScK7Hwt4xqYs_3k58wRujHL2E', 'authors': ['SHIVAM KUMAR MISHRA']}",,,
Amit Shah,"Ex-Jharkhand CM Champai Soren to join BJP on August 30, meets Amit Shah",,"08/27/2024, 03:45 AM, +0000 UTC",https://www.financialexpress.com/india-news/ex-jharkhand-cm-champai-soren-likely-to-join-bjp-on-august-30-meets-amit-shah/3593224/,neutral,Committee on the Empowerment of Women,"Contributed to discussions promoting womenÂs rights, safety, and empowerment through legislative measures.",,,,"{'name': 'The Financial Express', 'icon': 'https://lh3.googleusercontent.com/7Pto2nueu4Ypd82Lbwt-H8zc7N11NtU3pdvipt8Y5bjvxZT2a5nXJ1N4gcwQ-eUIGRfvaGtl'}",,,
Amit Shah,Amit Shah chairs high-level meet on anti-Maoist operations in Chhattisgarh,,"08/24/2024, 09:41 AM, +0000 UTC",https://www.hindustantimes.com/india-news/shah-chairs-high-level-meet-on-anti-maoist-ops-in-chhattisgarh-101724492468355.html,neutral,Support for Social Welfare Schemes,"Advocated for expanding social welfare schemes, including Pradhan Mantri Awas Yojana (PMAY) and Ayushman Bharat.",,,,"{'name': 'Hindustan Times', 'icon': 'https://lh3.googleusercontent.com/J-YyMvY1q2skuu_Edi3G4Il3Ovb4IRsVXMNstpJJYmKamxqh7VK6ykjCt2POiO9NG49xPj4tbQ', 'authors': ['Neeraj Chauhan']}",,,
Amit Shah,"Evening briefing: MVA withdraws Maharashtra bandh call; Amit Shah fires 10 questions at Rahul Gandhi, and more",,"08/23/2024, 01:51 PM, +0000 UTC",https://www.hindustantimes.com/india-news/evening-briefing-mva-withdraws-bandh-call-amit-shah-shoots-10-questions-at-rahul-gandhi-and-more-101724419560851.html,neutral,Role in National Security Council (NSC) Deliberations,Played a role in shaping IndiaÂs national security strategy and response to emerging threats.,,,,"{'name': 'Hindustan Times', 'icon': 'https://lh3.googleusercontent.com/J-YyMvY1q2skuu_Edi3G4Il3Ovb4IRsVXMNstpJJYmKamxqh7VK6ykjCt2POiO9NG49xPj4tbQ'}",,,
Amit Shah,"Jammu and Kashmir polls: Congress-National Conference alliance exposes the former's ulterior motives, says",,"08/23/2024, 11:41 AM, +0000 UTC",https://m.economictimes.com/news/politics-and-nation/jammu-and-kashmir-polls-congress-national-conference-alliance-exposes-the-formers-ulterior-motives-says-amit-shah/articleshow/112739993.cms,positive,Legislation on Human Trafficking,"Supported laws to combat human trafficking, focusing on prevention, victim rehabilitation, and penalties for offenders.",,,,"{'name': 'The Economic Times', 'icon': 'https://encrypted-tbn3.gstatic.com/faviconV2?url=https://m.economictimes.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}",,,
Amit Shah,`Greed For Power Led To Risking India`s Unity And Security`: Amit Shah Slams Congress For Alliance With Oma...,,"08/24/2024, 01:28 AM, +0000 UTC",https://zeenews.india.com/india/greed-for-power-led-to-risking-indias-unity-and-security-amit-shah-slams-congress-for-alliance-with-omar-abdullahs-nc-2782249.html,negative,Oversight on Smart Policing Initiatives,"Promoted smart policing techniques, including the use of technology in law enforcement.",,,,"{'name': 'Zee News', 'icon': 'https://lh3.googleusercontent.com/P5vKcqHxbTjjMEaSjW3C1GRPO79qiHDGtp7i6oGtkWPZ9qLDhYScK7Hwt4xqYs_3k58wRujHL2E', 'authors': ['Gunjan Bidani']}",,,
Amit Shah,Amit Shah's Chhattisgarh Visit Fuels Cabinet Expansion Rumors,,"08/27/2024, 04:45 PM, +0000 UTC",https://www.deccanchronicle.com/nation/politics/amit-shahs-chhattisgarh-visit-fuels-cabinet-expansion-rumors-1819491,positive,Debates on Refugee Policy,"Engaged in debates on IndiaÂs refugee policy, balancing humanitarian obligations with national security.",,,,"{'name': 'Deccan Chronicle', 'icon': 'https://lh3.googleusercontent.com/XNuLm0EH8BSyBQHj3ns30d41UkLpIlC3WlJMox8UtPICtp85LWzNpbANh6OEqo1cQ0xDDaZC'}",,,
Amit Shah,Sports News | Amit Shah Pays Tribute to Major Dhyan Chand on National Sports Day,,"08/29/2024, 05:40 AM, +0000 UTC",https://www.latestly.com/agency-news/sports-news-amit-shah-pays-tribute-to-major-dhyan-chand-on-national-sports-day-6223881.html,positive,Promotion of Cooperative Movements,"Supported legislation to strengthen cooperative movements, especially in rural areas, for socio-economic development.",,,,"{'name': 'LatestLY', 'icon': 'https://lh3.googleusercontent.com/SnidJzp-jqOCeZjYIntqsulA6PlzcgAXVzZknLvLyS7-D6IeFhJOO8jmVCZ_U3LMH8c8rbBh3OA'}",,,
Amit Shah,,,,,,Debates on Environmental Conservation,Participated in discussions on environmental conservation laws for sustainable development and resource protection.,,,,,,,
Amit Shah,,,,,,Legislation on Counter-Terrorism Financing,"Contributed to laws countering terrorism financing, including measures against money laundering and illegal financial networks.",,,,,,,
Amit Shah,,,,,,Advocacy for Mental Health Legislation,"Supported measures to improve mental health care, including the Mental Healthcare Act, 2017, and its amendments.",,,,,,,
Amit Shah,,,,,,Oversight on Cyber Crime Legislation,"Played a role in laws combating cybercrime, protecting citizensÂ data, and ensuring cybersecurity.",,,,,,,
Amit Shah,,,,,,Legislation on Juvenile Justice,Supported amendments to the Juvenile Justice Act for better protection and rehabilitation of minors.,,,,,,,
Amit Shah,,,,,,Debates on Civil Aviation Policies,"Engaged in debates on developing IndiaÂs civil aviation sector, including infrastructure and regulatory reforms.",,,,,,,
Arvind Kejriwal,"AAP got Ã¢ÂÂ¹45 crore in bribe, Arvind Kejriwal promised Ã¢ÂÂ¹90 lakh to party nominees in Goa: CBI","{'name': 'The Hindu', 'icon': 'https://lh3.googleusercontent.com/f-uqqU36NMn3rQd48Kaf8OWzjGwy-Biq-E4qs8vi-Bvyg_Dng-tLwPbj85PEyySanZtsvQSvGo8'}","08/28/2024, 01:32 AM, +0000 UTC",https://www.thehindu.com/news/national/aap-got-45-cr-in-bribe-cm-promised-90-lakh-to-party-nominees-in-goa-cbi/article68574364.ece,positive,Sworn in as Chief Minister of Delhi (Dec 2013),"Arvind Kejriwal became the youngest Chief Minister of Delhi after leading the Aam Aadmi Party (AAP) to victory in the 2013 elections, marking a significant shift in Delhi's political landscape.",0.0,Mohalla Clinics,Established community health clinics for affordable and accessible healthcare.,,,,
Arvind Kejriwal,Tough going for AAP in Arvind KejriwalÃ¢ÂÂs home state Haryana,"{'name': 'Hindustan Times', 'icon': 'https://lh3.googleusercontent.com/J-YyMvY1q2skuu_Edi3G4Il3Ovb4IRsVXMNstpJJYmKamxqh7VK6ykjCt2POiO9NG49xPj4tbQ', 'authors': ['Bhavey Nagpal']}","08/28/2024, 07:41 PM, +0000 UTC",https://www.hindustantimes.com/cities/chandigarh-news/tough-going-for-aap-in-arvind-kejriwal-s-home-state-haryana-101724874068516.html,neutral,Resigned after 49 days (Feb 2014),"Kejriwal resigned from his position due to the inability to pass the Jan Lokpal Bill, which aimed to combat corruption, highlighting his commitment to anti-corruption measures.",,,,,,,
Arvind Kejriwal,CBI & BJP conspiring to keep Delhi CM Arvind Kejriwal in jail: AAP,"{'name': 'The Times of India', 'icon': 'https://lh3.googleusercontent.com/d9mz-OKghOQPsgxRv1BQzQAI44ifiA_6aAk-gRwo4_32mZXM-TSd5vIY1rL1P2LUH9mFQPnUSRE'}","08/25/2024, 02:46 AM, +0000 UTC",https://timesofindia.indiatimes.com/city/delhi/aap-cbi-bjp-conspiring-to-keep-delhi-cm-arvind-kejriwal-in-jail/articleshow/112774244.cms,positive,Sworn in as Chief Minister for the second time (Feb 2015),"After a landslide victory in the 2015 Delhi Assembly elections, where AAP won 67 out of 70 seats, Kejriwal took office again, focusing on governance reforms and public welfare.",,,,,,,
Arvind Kejriwal,Delhi excise policy case: Arvind Kejriwal's custody extended till Sept 3,"{'name': 'Business Standard', 'icon': 'https://lh3.googleusercontent.com/AT8iZRL6eUcqE6QveDcDvxkWRmUmyT_OzkkVmZ20YRlylJqSMypckPekPjhINXiSTA47GzKicg'}","08/27/2024, 11:51 AM, +0000 UTC",https://www.business-standard.com/politics/delhi-excise-policy-case-arvind-kejriwal-s-custody-extended-till-sept-3-124082700785_1.html,neutral,"Launched ""Mohalla Clinics""","This initiative aimed to provide free healthcare services to residents of Delhi, significantly improving access to medical care and setting a model for community health services.",,,,,,,
Arvind Kejriwal,Delhi Excise Policy Case: Court extends CM Arvind Kejriwal's judicial custody till September 3 | Today News,"{'name': 'Mint', 'icon': 'https://lh3.googleusercontent.com/JufTzTMu9l6RFyXEEfl6ZPdS7xjYhoSXVmDHURyphjVSNK2zH8uWdyJKd9gg0YOYUCop4Alylis'}","08/27/2024, 09:43 AM, +0000 UTC",https://www.livemint.com/news/india/delhi-excise-policy-case-court-extends-cm-arvind-kejriwals-judicial-custody-till-september-3-11724751683428.html,positive,"Introduced the ""Delhi Education Model""","Kejriwal's government implemented reforms in public schools, focusing on improving infrastructure, teacher training, and student outcomes, which garnered national attention.",,,,,,,
Arvind Kejriwal,Delhi CM Kejriwal assured each AAP Goa assembly poll candidate of Rs 90 lakh: CBI to court; party hits out at BJP,"{'name': 'The Indian Express', 'icon': 'https://lh3.googleusercontent.com/kkBP5GMG7WhGg_OaGvdoYp6jxPdIe5_HE4NLhmd8-80hpps2K2BcHM47_XxnxBo9ub0jbx1ZZQ', 'authors': ['Nirbhay Thakur']}","08/27/2024, 12:59 PM, +0000 UTC",https://indianexpress.com/article/cities/delhi/delhi-cm-kejriwal-goa-assembly-election-candidate-rs-90-lakh-cbi-court-9536132/,positive,Advocated for the Right to Information Act,"Kejriwal has been a strong proponent of transparency in governance, emphasizing the importance of the RTI Act in empowering citizens and combating corruption.",,,,,,,
Arvind Kejriwal,Video | Atishi Accuses CBI of Conspiracy Against Arvind Kejriwal in SC Affidavit,"{'name': 'NDTV', 'icon': 'https://lh3.googleusercontent.com/tdxgqIuMCdYXjnxBEi-22G1al2_n0slQR4vppoxUyB3fupq2sPqxL3okZNKW_QWJrymCWx6k_g'}","08/24/2024, 03:21 PM, +0000 UTC",https://www.ndtv.com/video/atishi-accuses-cbi-of-conspiracy-against-arvind-kejriwal-in-sc-affidavit-829603,neutral,Moved a Motion of Confidence (Feb 2024),"In response to political challenges, Kejriwal sought to reaffirm his government's stability and commitment to governance in the Delhi Assembly.",,,,,,,
Arvind Kejriwal,Arvind Kejriwal returns to jail after India vote ends,"{'name': 'Reuters India', 'icon': 'https://lh3.googleusercontent.com/P7hozhx1fnn_aAUwgsRjyaeJZ7jiC2bmh_AhaUoYtRVrQwaoRm0Ipgsge_vYqjL6kmiQDmW_FA', 'authors': ['Rupam Jain']}","06/02/2024, 07:00 AM, +0000 UTC",https://www.reuters.com/world/india/indian-opposition-leader-returns-jail-after-vote-ends-2024-06-02/,neutral,Criticized the BJP-led central government,"Kejriwal has been vocal against the central government's policies, particularly regarding corruption allegations related to the excise policy, positioning AAP as a key opposition force.",,,,,,,
Arvind Kejriwal,Arvind Kejriwal to be prosecuted by CBI in Delhi excise policy case,"{'name': 'The Economic Times', 'icon': 'https://encrypted-tbn3.gstatic.com/faviconV2?url=https://m.economictimes.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","08/23/2024, 11:35 AM, +0000 UTC",https://m.economictimes.com/news/india/arvind-kejriwal-to-be-prosecuted-by-cbi-in-delhi-excise-policy-case/articleshow/112740061.cms,positive,Participated in the 2024 Lok Sabha election campaign,"Kejriwal campaigned for AAP's candidates in the 2024 elections, promoting the party's governance model and achievements in Delhi.",,,,,,,
Arvind Kejriwal,Manish Sisodia jabs CBI for 'leaking information' against Arvind Kejriwal,"{'name': 'India Today', 'icon': 'https://lh3.googleusercontent.com/KWKtiaerfOnNxQfpRY5T_b-A6Fl2r2RDpTumesYVdF8wcgqQiBklPObMDBVQ4DBDDWeKKewE', 'authors': ['Abhishek De']}","08/24/2024, 07:22 AM, +0000 UTC",https://www.indiatoday.in/india/story/manish-sisodia-cbi-affidavit-arvind-kejriwal-liquor-policy-case-2587259-2024-08-24,positive,Addressed the Delhi Assembly on various issues,"Regularly speaks in the Assembly on topics such as health, education, and public welfare, advocating for policies that benefit the citizens of Delhi.",,,,,,,
Arvind Kejriwal,"BJP, CBI 'conspiring' to keep Arvind Kejriwal in jail: AAP","{'name': 'The Hindu', 'icon': 'https://lh3.googleusercontent.com/f-uqqU36NMn3rQd48Kaf8OWzjGwy-Biq-E4qs8vi-Bvyg_Dng-tLwPbj85PEyySanZtsvQSvGo8'}","08/24/2024, 12:48 PM, +0000 UTC",https://www.thehindu.com/news/national/bjp-cbi-conspiring-to-keep-arvind-kejriwal-in-jail-aap/article68562395.ece,positive,Engaged in public protests,"Kejriwal has led protests against various central government policies, emphasizing the need for state rights and local governance.",,,,,,,
Arvind Kejriwal,Ã¢ÂÂRs 90 lakh to Ã¢ÂÂ¦Ã¢ÂÂ: What CBI alleged against Arvind Kejriwal in excise policy case,"{'name': 'The Times of India', 'icon': 'https://lh3.googleusercontent.com/d9mz-OKghOQPsgxRv1BQzQAI44ifiA_6aAk-gRwo4_32mZXM-TSd5vIY1rL1P2LUH9mFQPnUSRE'}","08/27/2024, 09:34 AM, +0000 UTC",https://timesofindia.indiatimes.com/india/rs-90-lakh-to-what-cbi-alleged-against-arvind-kejriwal-in-excise-policy-case/articleshow/112834098.cms,positive,Criticized the exclusion of President Droupadi Murmu,"He publicly condemned the decision to exclude the President from the inauguration of the new Parliament building, highlighting issues of respect and representation.",,,,,,,
Arvind Kejriwal,"CBI, BJP Ã¢ÂÂconspiringÃ¢ÂÂ to keep Kejriwal in jail, alleges AAP","{'name': 'Hindustan Times', 'icon': 'https://lh3.googleusercontent.com/J-YyMvY1q2skuu_Edi3G4Il3Ovb4IRsVXMNstpJJYmKamxqh7VK6ykjCt2POiO9NG49xPj4tbQ'}","08/24/2024, 11:34 PM, +0000 UTC",https://www.hindustantimes.com/cities/delhi-news/cbi-bjp-conspiring-to-keep-kejriwal-in-jail-alleges-aap-101724520852941.html,neutral,Led a boycott of the President's address,"AAP MPs boycotted the President's address in Parliament as a protest against Kejriwal's arrest, showcasing solidarity within the party and their stance against perceived injustices.",,,,,,,
